name,description,category,url,scraped_at
Merge to Earn,The reward system for open source development,open-source-management,https://github.com/marketplace/merge-to-earn,2025-10-22T05:44:44.077232
MergeBase CodeGreen,MergeBase CodeGreen scans your projects for vulnerable components. Track and eliminate vulnerable components,open-source-management,https://github.com/marketplace/mergebase-codegreen,2025-10-22T05:44:44.430783
BountyHub App,BountyHub is a platform where developers can put bounties on their Github issues or earn money by solving them,open-source-management,https://github.com/marketplace/bountyhub-app,2025-10-22T05:44:44.550376
quine-bot,Understand the experience of the contributors that submit PRs to your repos,open-source-management,https://github.com/marketplace/quine-bot,2025-10-22T05:44:44.721989
StarryCake,A Multiple-feature-combined GitHub Bot Application,open-source-management,https://github.com/marketplace/starrycake,2025-10-22T05:44:45.079291
Indent Access,On-demand access for GitHub Teams,open-source-management,https://github.com/marketplace/indent-access,2025-10-22T05:44:45.413744
Knotters Bot,The knottersbot to help you grow on Knotters via your GitHub activities,open-source-management,https://github.com/marketplace/knotters-bot,2025-10-22T05:44:45.588518
IssueUp,Mirror issues to the upstream repos,open-source-management,https://github.com/marketplace/issue-up,2025-10-22T05:44:45.879686
Knope Bot,Automates releases using changesets and conventional commits,open-source-management,https://github.com/marketplace/knope-bot,2025-10-22T05:44:46.052396
blitz - community-driven backlog,involve users in product planning and crowdfund top ideas,open-source-management,https://github.com/marketplace/blitz-public-roadmap,2025-10-22T05:44:46.222684
slashkudos,"Build team morale by giving kudos to your teammates directly from issues, pull requests and discussions",open-source-management,https://github.com/marketplace/slashkudos,2025-10-22T05:44:46.396328
Pydantic Hooky,"Productivity tools for popular open source repos, used by pydantic",open-source-management,https://github.com/marketplace/pydantic-hooky,2025-10-22T05:44:46.568233
@fmsports,FM Sports Organization,open-source-management,https://github.com/marketplace/fmsports,2025-10-22T05:44:48.160484
Byte Bot App,Byte is the Discord and GitHub app for serving in open source communities,open-source-management,https://github.com/marketplace/byte-bot-app,2025-10-22T05:44:48.328588
GitGinie,find your repository a ginie in this cruel world,open-source-management,https://github.com/marketplace/gitginie,2025-10-22T05:44:48.491126
Repository Guard,Repo Guard is a web service that integrates with GitHub repositories to automatically manage duplicate issues,open-source-management,https://github.com/marketplace/repository-guard,2025-10-22T05:44:48.948582
CodersGuild.Net,"Publish your projects' issues on CodersGuild.Net, let more brains work with you",open-source-management,https://github.com/marketplace/codersguild-net,2025-10-22T05:44:49.109278
RH Internal Backstage Scaffolder,GitHub Application for Backstage Software Templates with Red Hat Internal Backstage Instances (AppDev Platform),open-source-management,https://github.com/marketplace/rh-internal-backstage-scaffolder,2025-10-22T05:44:49.287306
Repo Command,A bot that automates repository management through commands and automatic labeling,open-source-management,https://github.com/marketplace/repo-command,2025-10-22T05:44:49.464080
agba-merger,A bot that helps you merge any Pull request in your projects on a scheduled date,open-source-management,https://github.com/marketplace/agba-merger,2025-10-22T05:44:49.633266
INFINI Cloud,ONE-STOP SEARCH PLATFORM (Crafted for Elasticsearch/OpenSearch/Easysearch/Pizza),open-source-management,https://github.com/marketplace/infini-cloud,2025-10-22T05:44:49.764147
GitBounty Issue,Create and earn bounties for open source repository issues,open-source-management,https://github.com/marketplace/gitbounty-issue,2025-10-22T05:44:49.882431
ZenCrepes,Stateless & OpenSource client-side Agile analytics and reporting over GitHub issues across organizations and repositories,open-source-management,https://github.com/marketplace/zencrepes,2025-10-22T05:44:50.055575
Linux Hint BD,"The Linux Hint BD IT Services organization delivers innovative,",open-source-management,https://github.com/marketplace/linux-hint-bd,2025-10-22T05:44:50.230913
Zenhub,"Project management that's seamlessly integrated with GitHub’s data & interface, builds powerful insights & automates tasks",project-management,https://github.com/marketplace/zenhub,2025-10-22T05:44:52.633955
Atlassian,"GitHub for Atlassian unifies data, automates workflows, and syncs development across GitHub, Jira, and your Atlassian apps",project-management,https://github.com/marketplace/jira-software-github,2025-10-22T05:44:52.803096
WakaTime,"Metrics, goals, and time tracking automatically generated from your programming activity",project-management,https://github.com/marketplace/wakatime,2025-10-22T05:44:52.883806
Azure Boards,"Connects Azure Boards with GitHub to plan, track, and discuss work across your teams",project-management,https://github.com/marketplace/azure-boards,2025-10-22T05:44:53.031716
ClickUp,The productivity platform that provides a fundamentally new way to work,project-management,https://github.com/marketplace/clickup,2025-10-22T05:44:53.203237
Azure Boards OAuth,"Connects Azure Boards with GitHub to plan, track, and discuss work across your teams",project-management,https://github.com/marketplace/azure-boards-oauth,2025-10-22T05:44:53.380798
monday.com + GitHub,GitHub for monday.com empowers teams to extend their level of automation to address both updates and actions taken in GitHub,project-management,https://github.com/marketplace/monday-com-github,2025-10-22T05:44:53.878196
Unito Two-Way Sync for GitHub,"Automatically sync GitHub issues to and from other tools like Asana, Jira, ClickUp, Notion, Trello, Google Sheets and more",project-management,https://github.com/marketplace/2-way-sync-by-unito,2025-10-22T05:44:54.471542
Zube,An Agile project management tool that seamlessly integrates with GitHub Issues,project-management,https://github.com/marketplace/zube,2025-10-22T05:44:54.642604
todo,Create new issues from actionable comments in your code,project-management,https://github.com/marketplace/todo,2025-10-22T05:44:54.817532
Repography,"Create graphical dashboards for your README.md, and beautiful data visualization posters for your wall",project-management,https://github.com/marketplace/repography,2025-10-22T05:44:57.255202
Timely - Time tracking and planning,Automatically capture all the time you spend in GitHub,project-management,https://github.com/marketplace/timely-time-tracking-and-planning,2025-10-22T05:44:57.608295
Codetree,Lightweight project management for GitHub issues,project-management,https://github.com/marketplace/codetree,2025-10-22T05:44:57.874448
pingcode-software-github,Connect your code with your Agile management in PingCode,project-management,https://github.com/marketplace/worktile-software-github,2025-10-22T05:44:57.952349
Zerocrat,A project manager that never sleeps,project-management,https://github.com/marketplace/zerocrat,2025-10-22T05:44:58.066163
Kiwi TCMS,Open source test management system with over 2M downloads,project-management,https://github.com/marketplace/kiwi-tcms,2025-10-22T05:44:58.435224
Pull Request Badge,Pull Request Badge lets you programatically insert badges in your pull request descriptions and then link them to anything,project-management,https://github.com/marketplace/pull-request-badge,2025-10-22T05:44:58.620758
Jira Integration for Github,Jira Integration for Github,project-management,https://github.com/marketplace/jira-integration-for-github,2025-10-22T05:44:58.935007
Nifty,The Ultimate Project Management OS,project-management,https://github.com/marketplace/nifty-pm,2025-10-22T05:44:59.078986
Zoho Sprints,Agile project management tool for Scrum teams,project-management,https://github.com/marketplace/zoho-sprints,2025-10-22T05:44:59.253487
Teamlytics,"Team leader board and statistics on code contributions, PRs, code reviews, closing issues, and project managment",project-management,https://github.com/marketplace/teamlytics,2025-10-22T05:44:59.427441
issit-app,Slackのスレッドをもとに、GitHub issueを作成,project-management,https://github.com/marketplace/issit-app,2025-10-22T05:44:59.600544
Board Genius Sync,"Sync Github issues to Trello, Jira, Gitlab, Asana and more",project-management,https://github.com/marketplace/board-genius-sync,2025-10-22T05:44:59.774633
GoodDay Work,GoodDay is a modern work management and productivity platform,project-management,https://github.com/marketplace/goodday-work,2025-10-22T05:44:59.975661
Trafico,"Automatically adds labels to Pull Requests based on their status (WIP, Changes Requested, Approved) and who's reviewing them",project-management,https://github.com/marketplace/trafico-pull-request-labeler,2025-10-22T05:45:01.682484
Parabol Retrospectives,"Improve team performance–open source, free for life",project-management,https://github.com/marketplace/parabol-retrospectives,2025-10-22T05:45:02.033267
Todoist<-Github Sync,GitHub to Todoist sync,project-management,https://github.com/marketplace/todoist-github-sync,2025-10-22T05:45:02.312955
BetterBugs for GitHub,"With BetterBugs and GitHub integration, you can raise issues directly to your GitHub repo with comprehensive bug reports",project-management,https://github.com/marketplace/betterbugs-for-github,2025-10-22T05:45:02.813378
Analytics & Reports,"Instant Analytics and Automated Reports for GitHub, Jira, Linear, and more",project-management,https://github.com/marketplace/analytics-reports,2025-10-22T05:45:02.888191
HubDesk,Create Github Issues from Emails. Respond to them with a Comment,project-management,https://github.com/marketplace/hubdesk,2025-10-22T05:45:03.185415
Auto Badge,Automatically label your pull requests,project-management,https://github.com/marketplace/auto-badge,2025-10-22T05:45:03.722368
Featurebase for GitHub,Capture and convert customer feedback into actionable GitHub Issues,project-management,https://github.com/marketplace/featurebase-for-github,2025-10-22T05:45:04.094511
Quantify,Use commits mapped to Atlassian Jira projects as additional metadata source for the Quantify,project-management,https://github.com/marketplace/quantify,2025-10-22T05:45:04.185510
Planyway for GitHub,"Intuitive visual tool for project management: resource planning, advanced roadmaps and calendar for Github",project-management,https://github.com/marketplace/planyway-for-github,2025-10-22T05:45:04.354316
Stacks - Project Manager,Personal kanban and project management tool in a stunning UI,project-management,https://github.com/marketplace/stacks-project-manager,2025-10-22T05:45:04.539624
Devdynamics App,Ship better quality software. Faster,project-management,https://github.com/marketplace/devdynamics-app,2025-10-22T05:45:06.123707
Sleekplan,"All-in-one feature tracking, roadmap, and changelog - all synced with GitHub Issues",project-management,https://github.com/marketplace/sleekplan,2025-10-22T05:45:06.229740
Feature Bot,Give elegant incentives to developers to contribute to your projects by giving a crypto reward for each task completed,project-management,https://github.com/marketplace/feature-bot,2025-10-22T05:45:06.396667
PR Milestone Check,Verifies whether a milestone has been set on a PR or not - the result is used as a status on the PR / last commit in the PR,project-management,https://github.com/marketplace/pr-milestone-check,2025-10-22T05:45:06.562972
Jira Ticket Bot,Free tool to ensure Jira Ticket Links are commented on Pull Requests,project-management,https://github.com/marketplace/jira-ticket-bot,2025-10-22T05:45:07.073199
Gitinerary,Tracks your team progress by using Git history,project-management,https://github.com/marketplace/gitinerary,2025-10-22T05:45:07.246048
ReportBugz,Get issues reported by team members from ReportBugz to GitHub Issues,project-management,https://github.com/marketplace/reportbugz,2025-10-22T05:45:07.414891
Analytics & Insights tool,"Analyze commits, PRs, reviews, comments... with Gitlights! It redefines the analysis of Github activity powered by AI",project-management,https://github.com/marketplace/gitlights-analytics,2025-10-22T05:45:07.591299
close-label,Applies a specific label to an issue closed through a pull request targeting the default branch in the same repository,project-management,https://github.com/marketplace/close-label,2025-10-22T05:45:07.764104
Scribe Connect,Connects your codebase and wiki,project-management,https://github.com/marketplace/scribe-connect,2025-10-22T05:45:08.332444
CloudSynth Inbox,"Be agile across all your tools with Inbox, brings all your team's favorite tools together into one easy to organize dashboard",project-management,https://github.com/marketplace/cloudsynth-inbox,2025-10-22T05:45:08.505629
GoLinks,Reference human-readable short links to documentation and other resources in GitHub,project-management,https://github.com/marketplace/golinks,2025-10-22T05:45:08.683424
Stackin App,Work together more efficiently,project-management,https://github.com/marketplace/stackin-app,2025-10-22T05:45:09.134852
gitenvs.com,"gitenvs is a ""git"" tool to automatically maintain ""testing"" environment branches",project-management,https://github.com/marketplace/gitenvs-com,2025-10-22T05:45:11.064801
Lazy Hand,"A complete developer friendly, fully functional sidekick for all your frequent pull request management actions",project-management,https://github.com/marketplace/lazy-hand,2025-10-22T05:45:11.415235
Persona Features bot,bot to keep track of the features in a csv file,project-management,https://github.com/marketplace/persona-features-bot,2025-10-22T05:45:11.760325
Makerflow,"Stay in the flow longer by managing your tasks & interruptions. Make their work more enjoyable, effective and efficient",project-management,https://github.com/marketplace/makerflow,2025-10-22T05:45:12.121527
Avaza Project Management,"Avaza is an all-in-one platform for project management, time tracking and invoicing, designed to streamline business workflow",project-management,https://github.com/marketplace/avaza-project-management,2025-10-22T05:45:12.295212
SnoozeThis,"SnoozeThis is a bot that holds on to your blocked issues, with support for different types of dependencies",project-management,https://github.com/marketplace/snoozethis,2025-10-22T05:45:12.421721
"Ducalis.io: Prioritization, Estimation Poker, User Feedback",Ducalis.io,project-management,https://github.com/marketplace/ducalis-io-prioritization-estimation-poker-user-feedback,2025-10-22T05:45:12.594388
KATA by DreamTeam,Automatically connects your GitHub activity to your KATA Projects and Teams,project-management,https://github.com/marketplace/kata-by-dreamteam,2025-10-22T05:45:12.877181
ZeroTime for GitHub,Replicon's ZeroTime™ platform for GitHub,project-management,https://github.com/marketplace/time-intelligence-for-github,2025-10-22T05:45:12.991939
Waitlyst,"Collect product feedback, engage customers and make data-driven decisions designed to help make your business successful",project-management,https://github.com/marketplace/waitlyst,2025-10-22T05:45:13.159401
Issues for Help Scout,Track Github Issues directly from Help Scout,project-management,https://github.com/marketplace/issues-for-help-scout,2025-10-22T05:45:13.334142
Code Notification,"This app fetches your repos, enables push event webhooks, sends email and Slack notifications, and integrates with other tool",project-management,https://github.com/marketplace/muzammilnewapp,2025-10-22T05:45:15.349039
issue-assigner,A bot for managing issue assignments,project-management,https://github.com/marketplace/issue-assigner,2025-10-22T05:45:15.530948
Sweetjab,"Sweetjab combines your issues and pull requests from GitHub™, into a single page, to easily prioritize and delegate",project-management,https://github.com/marketplace/sweetjab,2025-10-22T05:45:15.706808
UbiquiBot,"A distributed team management system, designed for use with the Ubiquity DevPool",project-management,https://github.com/marketplace/ubiquibot,2025-10-22T05:45:15.884281
Data Migration&Import,Migrates your projects and tasks from or to GitHub automatedly,project-management,https://github.com/marketplace/data-migration-import,2025-10-22T05:45:16.137074
ONES.com + Github,Effortlessly track development progress with real-time code linking and shorten delivery time through automation,project-management,https://github.com/marketplace/ones-com-github,2025-10-22T05:45:16.793150
Codo: TODO,Code your to-do list,project-management,https://github.com/marketplace/codo-todo,2025-10-22T05:45:17.327708
Regov - Repo Management,Effortlessly manage your codebase at scale,project-management,https://github.com/marketplace/regov-repo-management,2025-10-22T05:45:18.229498
new.space integration,See all the details for your pull requests and issues in your spaces,project-management,https://github.com/marketplace/new-space-integration,2025-10-22T05:45:20.250024
Flyle Integration,"This GitHub Apps is an application designed to integrate GitHub Issue with Flyle, a product management tool",project-management,https://github.com/marketplace/flyle-integration,2025-10-22T05:45:21.350922
git-greetings,A Basic Github App for Greetings. It gives stats on every opened Issues and PRs. It also manages the labels of the repo,project-management,https://github.com/marketplace/git-greetings,2025-10-22T05:45:21.519217
EvolveDev.io,"Evolvedev tracks dev metrics & unlocks insights. Optimize workflows, boost efficiency. Free beta, No credit card",project-management,https://github.com/marketplace/evolvedev-io,2025-10-22T05:45:21.705421
Doria Helpdesk,Ticketing system in Slack,project-management,https://github.com/marketplace/doria-helpdesk,2025-10-22T05:45:22.057740
Commitments Bot,"Turn every commit into an announcement, sharing updates, milestones, and progress with your team or audience in real-time",project-management,https://github.com/marketplace/commitments-bot,2025-10-22T05:45:22.238250
Monkedo,Monkedo is a no-code automation platform that connects over 400 apps to build powerful automation workflows,project-management,https://github.com/marketplace/monkedo,2025-10-22T05:45:22.409572
Octo Tracker,Management tool to track spent hours per project,project-management,https://github.com/marketplace/octo-tracker,2025-10-22T05:45:22.703374
Orwell app,"Quickly see how busy your team are, showing issues and PRs",project-management,https://github.com/marketplace/orwell-app,2025-10-22T05:45:24.745706
Bartholomew Smith,Your butler for managing your GitHub repositories,project-management,https://github.com/marketplace/bartholomew-smith,2025-10-22T05:45:24.916006
Graftr,Loads all your PRs pending to review as todos,project-management,https://github.com/marketplace/graftr,2025-10-22T05:45:25.264809
KiteSuite,Master Your Projects with Our Innovative Project Management Software,project-management,https://github.com/marketplace/kitesuite,2025-10-22T05:45:25.428791
Neatro Retrospectives,Neatro is the online Agile retrospective platform designed to help teams improve continuously,project-management,https://github.com/marketplace/neatro-retrospectives,2025-10-22T05:45:25.785716
Feedbackchimp,Transform customer feedback into actionable GitHub Issues,project-management,https://github.com/marketplace/feedbackchimp,2025-10-22T05:45:25.954670
GitBooster - Integrate Github + Jira,"Puts a mini Git graph right in Jira. Manage commits, tags, branches, and PRs directly from Jira",project-management,https://github.com/marketplace/gitbooster-integrate-github-jira,2025-10-22T05:45:26.134754
My Lenio,MyLenio is an all-in-one platform that allows your Small Business to get organized properly. HR + IT + Compliance,project-management,https://github.com/marketplace/my-lenio,2025-10-22T05:45:26.479205
vHub-iOS,Coding perspective visualized,project-management,https://github.com/marketplace/vhub-ios,2025-10-22T05:45:26.655236
CodeSpread,pairs clients and their ideal developer: based on the buyer’s needs and the developer’s Github activity,project-management,https://github.com/marketplace/codespread-prod,2025-10-22T05:45:26.754255
quickhunt-tool,Link roadmap items to GitHub issues for a seamless product workflow,project-management,https://github.com/marketplace/quickhunt-tool,2025-10-22T05:45:27.273054
0pdd.com,Turns TODO puzzles in your source code into GitHub issues and monitors them,project-management,https://github.com/marketplace/0pdd-com,2025-10-22T05:45:27.417624
Sync GitHub with Trello,Unito two-way Trello-GitHub integration. Sync issues with Trello cards and keep work information in sync across both tools,project-management,https://github.com/marketplace/trello-github-sync,2025-10-22T05:45:29.033550
createstructure,createstructure is a service to make it easier and faster the setup for any IT project,project-management,https://github.com/marketplace/createstructure,2025-10-22T05:45:29.220877
Mokuren chrome extension,It's time to stop filling up your browser tab with GitHub issues,project-management,https://github.com/marketplace/mokuren-chrome-extension,2025-10-22T05:45:29.410885
Capacity Meter,Capacity meter for ByteClouds,project-management,https://github.com/marketplace/capacity-meter,2025-10-22T05:45:29.584256
Sync GitHub with Wrike,Unito two-way Wrike-GitHub integration. Sync issues with Wrike tasks and keep work information in sync across both tools,project-management,https://github.com/marketplace/wrike-github-sync,2025-10-22T05:45:30.100588
Sync GitHub with Asana,Unito two-way Asana-GitHub integration. Sync issues with Asana tasks and keep work information in sync across both tools,project-management,https://github.com/marketplace/asana-github-sync,2025-10-22T05:45:30.276470
Agile Sprints,Get sprints reports based on your GitHub activity,project-management,https://github.com/marketplace/agile-sprints,2025-10-22T05:45:30.460988
Productmotion Github,Integrate Productmotion with Github Projects to allow you to link features and synchronize data in a flexible manner,project-management,https://github.com/marketplace/productmotion-github,2025-10-22T05:45:30.647171
Sync GitHub with Excel or Google Sheets,Automatically export/import data and keep information in sync across GitHub issues and spreadsheet records,project-management,https://github.com/marketplace/sync-with-google-sheets,2025-10-22T05:45:30.781529
Sync GitHub to Google Calendar,Connect GitHub to Google Calendar in a two-way sync between events and issues to track project milestones in real-time,project-management,https://github.com/marketplace/sync-github-to-google-calendar,2025-10-22T05:45:30.922447
Bugpilot,"Bugpilot automatically collects screenshots, screen recordings, steps to reproduce, and technical data",project-management,https://github.com/marketplace/bugpilot,2025-10-22T05:45:31.096676
iPe.center,iPenix Operating System,project-management,https://github.com/marketplace/ipe-center,2025-10-22T05:45:31.272534
ProManager : Best productivity tool,"ProManager is a powerful productivity tool designed to help developers, students, and individuals track their productivity",project-management,https://github.com/marketplace/promanager-best-productivity-tool,2025-10-22T05:45:31.624388
Tegro a Build SDK,Easy integration to add and test code. Allows you to manage the project and make changes from the control panel,project-management,https://github.com/marketplace/tegro-a-build-sdk,2025-10-22T05:45:31.794571
GitBook,Sync your markdown files and transform them into beautiful docs with one click,publishing,https://github.com/marketplace/gitbook-com,2025-10-22T05:45:33.736230
utterances,A lightweight comments widget using GitHub issues,publishing,https://github.com/marketplace/utterances,2025-10-22T05:45:34.170351
Pageclip,Save information from your website via forms or front-end JavaScript,publishing,https://github.com/marketplace/pageclip,2025-10-22T05:45:34.346212
Pages CMS,"Open-Source CMS for Static Sites (Next.js, Astro, VuePress, Nuxt, Hugo, Jekyll, 11ty...)",publishing,https://github.com/marketplace/pages-cms,2025-10-22T05:45:34.524916
HTML/CSS to Image,Generate images from code,publishing,https://github.com/marketplace/html-css-to-image,2025-10-22T05:45:34.704570
Links for Confluence,Brings information from Github to Confluence from Atlassian,publishing,https://github.com/marketplace/links-for-confluence,2025-10-22T05:45:34.978472
Plug in Git for Shopify,Two-way Shopify <> GitHub sync,publishing,https://github.com/marketplace/plug-in-git-for-shopify,2025-10-22T05:45:35.151460
Priv Page,Private GitHub pages behind authentication,publishing,https://github.com/marketplace/priv-page,2025-10-22T05:45:35.452353
Changelogg,"Automatic, effortless, no-code changelog for every release",publishing,https://github.com/marketplace/prclbot-automate-your-pull-requests-to-changelogs-generation-flow,2025-10-22T05:45:35.510505
Stastic,Website editor on top of Github pages,publishing,https://github.com/marketplace/stastic-website-editor,2025-10-22T05:45:35.659234
Crafter Marketplace,List your CrafterCMS Extensions on the Crafter Marketplace,publishing,https://github.com/marketplace/crafter-marketplace,2025-10-22T05:45:35.858036
Truegit App,A Publishing Platform powered by Git,publishing,https://github.com/marketplace/truegit-app,2025-10-22T05:45:36.203694
appbnr-bot,Enable your apps hosted in Appbnr accessing your content hosted in your GitHub repositories,publishing,https://github.com/marketplace/appbnr-bot,2025-10-22T05:45:38.755381
Stamp,Automated release notes,publishing,https://github.com/marketplace/harvest-for-github,2025-10-22T05:45:38.984042
vuegg,vuejs GUI generator - mockups and code in one go,recently-added,https://github.com/marketplace/vuegg,2025-10-22T05:45:43.445592
Visual Source,Source Code History Visualization,reporting,https://github.com/marketplace/visual-source,2025-10-22T05:45:45.663103
Qase TestOps,Qase.io is cloud test case management platform built for QA and Dev teams,reporting,https://github.com/marketplace/qase-testops,2025-10-22T05:45:46.771462
ReportPortal.io - AI-powered test automation reporting,Open Source tool that uses Machine Learning to speed up the process to triage and determine why tests fail,reporting,https://github.com/marketplace/reportportal-io-ai-powered-test-automation-reporting,2025-10-22T05:45:47.073234
Airbyte.io,Airbyte is the new open-source data integration platform that consolidates your data into your warehouses,reporting,https://github.com/marketplace/airbyte-io,2025-10-22T05:45:47.190286
Public Repository Alerts,Get alert notifications when one of your organisation repositories becomes public,reporting,https://github.com/marketplace/public-repository-alerts,2025-10-22T05:45:50.939041
Issues REST API Function,Want to automate GitHub issue creation? Use this app and get away with the burden of implementing GitHub authentication APIs,reporting,https://github.com/marketplace/issues-rest-api-function,2025-10-22T05:45:51.110222
Report Builder,Get User and Organization Reports with GraphQL,reporting,https://github.com/marketplace/report-builder,2025-10-22T05:45:51.728725
MultitudesCo,"Analytics and coaching to create happier, higher-performing teams",reporting,https://github.com/marketplace/multitudesco,2025-10-22T05:45:51.909159
GitHub SmartBoard,Ultimate end-to-end and one-stop Dashboard for GitHub,reporting,https://github.com/marketplace/dsb-for-github,2025-10-22T05:45:52.079639
iftrue.co,"iftrue leverages developer experience and DORA metrics to provide insights that enhance team productivity, engagement, and we",reporting,https://github.com/marketplace/iftrue-co,2025-10-22T05:45:52.263540
Snitch-Bot,A GitHub App built with Probot that A Probot app and whatsapp-web.js which will send update about your repo in whatsapp,reporting,https://github.com/marketplace/snitch-bot,2025-10-22T05:45:52.434393
SuperShields,Smart SVG status icons for your public or private Github repo,reporting,https://github.com/marketplace/supershields,2025-10-22T05:45:52.780929
Stacksciences,Stacksciences is providing a SaaS platform to secure your cloud deployments,reporting,https://github.com/marketplace/stacksciences,2025-10-22T05:45:54.952799
NotiFunction,Hosted Notification Microservices: create custom Slack notifications with buttons in minutes,reporting,https://github.com/marketplace/notifunction-hosted-notification-microservices,2025-10-22T05:45:55.296203
Workflow Reporter,A GitHub app to report failed workflow job actions and notify PR creator with custom report messages for failed task,reporting,https://github.com/marketplace/workflow-reporter,2025-10-22T05:45:55.410619
Disbug.io,Report and fix bugs remarkably faster by adding 10x clarity to bug reports,reporting,https://github.com/marketplace/disbug-io,2025-10-22T05:45:55.552833
AudITech Integration,AudITech GitHub Integration App,reporting,https://github.com/marketplace/auditech-integration,2025-10-22T05:45:55.721777
TechieRank.com,Check your GitHub (& Stack Overflow) rank & share a free verified credential of ranking & account ownership to your LinkedIn,reporting,https://github.com/marketplace/techierank-com,2025-10-22T05:45:55.888430
Kahu.app,Kahu is a Supply Chain Security Service that reduces the time and effort needed to vet dependency installation and updates,reporting,https://github.com/marketplace/kahu-app,2025-10-22T05:45:57.049269
Aspose Cloud for GitHub,Free app to filter and export GitHub issues to PDF document,reporting,https://github.com/marketplace/aspose-pdf-exporter,2025-10-22T05:45:57.631487
prevent-public-repos-2025,Let's prevent organization public repos even in 2025 with a free plan,reporting,https://github.com/marketplace/prevent-public-repos-2025,2025-10-22T05:45:59.428363
joyn.one,Translating product & engineering progress for customer-facing teams,reporting,https://github.com/marketplace/joyn-one,2025-10-22T05:45:59.546121
Copilot License Monitor,Copilot GitHub License Monitoring with Auto-Saving,reporting,https://github.com/marketplace/copilot-license-monitor,2025-10-22T05:45:59.724138
SourceTraq,SourceTraq provides detailed commit and PR analytics to help teams boost collaboration and optimize development workflows,reporting,https://github.com/marketplace/sourcetraq,2025-10-22T05:46:00.123470
SuperBeings Connector,Connector to help monitor development metrics on SuperBeings dashboard,reporting,https://github.com/marketplace/superbeings-connector,2025-10-22T05:46:00.836341
Fermionics,Track engineering team efficiency with DORA metrics. Get started in less than 2 minutes,reporting,https://github.com/marketplace/fermionics,2025-10-22T05:46:01.012192
Portable Reputation (Test),Portable Reputation (Test),reporting,https://github.com/marketplace/portable-reputation-test,2025-10-22T05:46:01.362120
HCP Vault Secrets,"Centralize secrets and access them when and where you need across development, Github Actions, and production environments",security,https://github.com/marketplace/hcp-vault-secrets,2025-10-22T05:46:06.132170
StackHawk,Find and fix application security bugs before they hit production,security,https://github.com/marketplace/stackhawk,2025-10-22T05:46:06.303499
BluBracket Community Edition,"BluBracket is like Clippy for code security, but—you know—not as annoying and a lot more effective",security,https://github.com/marketplace/blubracket-community-edition,2025-10-22T05:46:07.896237
StepSecurity Actions Security,Stop CI/CD supply chain attacks,security,https://github.com/marketplace/harden-runner-app,2025-10-22T05:46:08.216254
fuzzit.dev,Continuous Fuzzing for C/C++/Java/Golang/Rust & Swift integrated with your current CI/CD workflow,security,https://github.com/marketplace/fuzzit-dev,2025-10-22T05:46:09.007778
iacbot,"Identify and fix IaC problems in your PRs (Terraform, CloudFormation Kubernetes, and Helm)",security,https://github.com/marketplace/iacbot,2025-10-22T05:46:09.353594
Tenable Cloud Security,"Tenable's GitHub app brings you infrastructure-as-code (IaC) security, enabling your team to implement shift-left security",security,https://github.com/marketplace/ermetic,2025-10-22T05:46:09.527013
ArmorCode App,AppSecOps Delivered - Your 10x AppSec Force Multiplier,security,https://github.com/marketplace/armorcode-app,2025-10-22T05:46:09.978134
Pangea,The essential security features you need in API-based services that can be implemented easily with just a few lines of code,security,https://github.com/marketplace/pangea-cyber,2025-10-22T05:46:10.681771
Intruder.io,The Intruder GitHub app lets you open GitHub issues for your security weaknesses,security,https://github.com/marketplace/intruder-io,2025-10-22T05:46:12.451741
Access Tokens for GitHub Actions,This App create access tokens on behalf of a GitHub Actions,security,https://github.com/marketplace/access-manager-for-github-actions,2025-10-22T05:46:13.201016
Panoptica GitHub,"Scan IaC in your repository to detect security issues, prioritize risks, and prevent risky configurations before deployment",security,https://github.com/marketplace/panoptica-github,2025-10-22T05:46:14.142871
Automate Repo Permissions,Automate repository permissions for Teams in GitHub for 100's of repositories in one go,security,https://github.com/marketplace/automate-repo-permissions,2025-10-22T05:46:17.673913
GitPermit,Git read permissions for subfolders,security,https://github.com/marketplace/gitpermit,2025-10-22T05:46:18.297262
Kusari Inspector,Supply chain security checks right in your PRs,security,https://github.com/marketplace/kusari-inspector,2025-10-22T05:46:18.828218
SAML.to,Developer Friendly AWS Role Assumption,security,https://github.com/marketplace/saml-to,2025-10-22T05:46:20.035785
Rezonate Identity Security,GitHub integration provides real-time protection for your GitHub organization,security,https://github.com/marketplace/rezonate-connector,2025-10-22T05:46:21.596229
Paraxial.io,Detect security problems in your code. Get actionable security feedback and prevent new vulnerabilities,security,https://github.com/marketplace/paraxial-io,2025-10-22T05:46:21.777812
Chainguard Enforce,Signature and Policy Enforcement for GitHub Repositories,security,https://github.com/marketplace/chainguard-enforce,2025-10-22T05:46:21.953758
HackerOne for GitHub,"HackerOne streamlines workflow between security & development to speed response, track GitHub issues & remediate faster",security,https://github.com/marketplace/hackerone-for-github,2025-10-22T05:46:22.778417
Runtime Verification Inc.,Software Verification Audit and CI Integrated Cloud-Based Symbolic Execution Tooling,security,https://github.com/marketplace/kaas-compute-storage,2025-10-22T05:46:23.147681
Cloud Authenticator,Cloud Authenticator: 2FA | Password | Payments | Notes,security,https://github.com/marketplace/cloud-authenticator,2025-10-22T05:46:24.380133
Vulnerabilities.io,Vulnerability identification and management in one place,security,https://github.com/marketplace/vulnerabilities-io,2025-10-22T05:46:26.142566
